                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    311,                 0.3949,                0.38505,                0.92349,                0.93606,                0.91242,                0.96276,                0.86065,                0.59334,                0.36531,                0.88262,              0.0006438,              0.0006438,              0.0006438
                    312,                0.29628,                0.24545,                0.84906,                0.96185,                0.92081,                0.95336,                0.85394,                0.59906,                0.36293,                0.89446,             0.00064049,             0.00064049,             0.00064049
                    313,                0.30041,                  0.246,                0.85585,                0.94972,                0.92081,                 0.9489,                0.84478,                0.60203,                0.35671,                0.89668,             0.00063719,             0.00063719,             0.00063719
                    314,                0.27445,                0.23507,                0.86521,                0.95113,                0.91755,                0.94795,                0.84026,                0.61639,                0.36416,                 0.9082,             0.00063389,             0.00063389,             0.00063389
                    315,                0.27605,                0.23686,                0.85394,                0.95102,                 0.9097,                0.94822,                0.84128,                0.61737,                0.36303,                0.91013,             0.00063059,             0.00063059,             0.00063059
                    316,                0.30001,                0.24329,                0.87022,                0.94984,                0.91801,                0.94805,                0.84775,                0.60405,                0.36327,                0.90771,             0.00062729,             0.00062729,             0.00062729
                    317,                0.30737,                0.24268,                0.85242,                 0.9509,                0.91344,                0.94874,                0.83927,                0.61484,                0.36995,                0.91476,             0.00062399,             0.00062399,             0.00062399
                    318,                0.29757,                0.23434,                0.85684,                0.93844,                0.91757,                0.94735,                0.83002,                0.62189,                0.39838,                0.92675,             0.00062069,             0.00062069,             0.00062069
                    319,                0.28915,                0.23797,                0.87617,                0.93695,                0.91342,                0.94686,                0.83405,                0.62212,                0.40232,                0.93553,             0.00061739,             0.00061739,             0.00061739
                    320,                0.31086,                0.25551,                0.86322,                 0.9483,                 0.9153,                0.94635,                0.81814,                 0.6396,                0.41566,                0.94813,             0.00061409,             0.00061409,             0.00061409
                    321,                0.31312,                 0.2381,                0.88047,                0.94603,                0.91018,                0.94712,                0.81237,                0.64004,                0.41089,                0.94807,             0.00061079,             0.00061079,             0.00061079
                    322,                0.31202,                0.25591,                0.85946,                0.92127,                0.92081,                0.94687,                0.82779,                0.61226,                0.39265,                0.93175,             0.00060749,             0.00060749,             0.00060749
                    323,                0.29245,                0.24868,                0.85727,                 0.9194,                0.92307,                0.94806,                0.82604,                 0.6039,                0.39268,                0.92198,             0.00060419,             0.00060419,             0.00060419
                    324,                0.30251,                0.24958,                0.86906,                 0.9085,                0.93271,                0.95421,                0.82055,                0.60637,                0.38105,                0.92674,             0.00060089,             0.00060089,             0.00060089
                    325,                0.28407,                0.23072,                0.85519,                0.92618,                 0.9115,                0.94905,                0.82265,                0.60588,                0.38928,                0.92868,             0.00059759,             0.00059759,             0.00059759
                    326,                0.30792,                0.24485,                 0.8833,                0.93524,                0.92081,                0.95108,                0.82969,                 0.6151,                0.40681,                 0.9384,             0.00059429,             0.00059429,             0.00059429
                    327,                0.29565,                0.24441,                0.85567,                0.93158,                0.92052,                0.95085,                0.83356,                 0.6277,                0.41557,                0.94864,             0.00059098,             0.00059098,             0.00059098
                    328,                0.28493,                0.22936,                0.86457,                0.97014,                0.94255,                0.97076,                0.83649,                 0.6474,                 0.4094,                  0.951,             0.00058768,             0.00058768,             0.00058768
                    329,                0.29075,                0.23654,                0.86824,                0.96808,                0.94255,                0.96803,                 0.8424,                0.62526,                0.40621,                0.92855,             0.00058438,             0.00058438,             0.00058438
                    330,                 0.3324,                 0.2579,                0.88284,                0.96011,                 0.9387,                0.96609,                0.84987,                0.58939,                0.38794,                0.90973,             0.00058108,             0.00058108,             0.00058108
                    331,                0.30189,                0.25468,                0.85828,                0.96826,                0.92648,                0.96499,                0.84918,                0.58215,                0.38059,                0.90134,             0.00057778,             0.00057778,             0.00057778
                    332,                0.28977,                0.24461,                 0.8618,                0.96804,                0.93064,                0.96304,                 0.8403,                0.58737,                0.38246,                0.89218,             0.00057448,             0.00057448,             0.00057448
                    333,                0.33051,                0.26317,                0.90788,                0.92268,                0.93271,                 0.9407,                0.84225,                0.58165,                 0.3867,                0.88894,             0.00057118,             0.00057118,             0.00057118
                    334,                0.29027,                 0.2384,                0.85918,                0.91344,                0.93271,                0.94571,                0.83552,                  0.607,                0.40367,                0.90432,             0.00056788,             0.00056788,             0.00056788
                    335,                0.28407,                0.23565,                0.85951,                0.91338,                0.93271,                0.94684,                0.83034,                0.62334,                0.40203,                0.91211,             0.00056458,             0.00056458,             0.00056458
                    336,                0.36035,                0.25305,                0.93268,                0.90856,                  0.943,                0.95372,                0.84108,                0.61261,                0.37441,                0.90995,             0.00056128,             0.00056128,             0.00056128
                    337,                0.27186,                0.22222,                0.84464,                 0.9139,                0.94331,                0.95756,                0.84944,                0.60442,                 0.3672,                0.90649,             0.00055798,             0.00055798,             0.00055798
                    338,                0.28086,                0.22558,                 0.8557,                0.91637,                0.96463,                0.97347,                0.86129,                0.59997,                0.37277,                0.90421,             0.00055468,             0.00055468,             0.00055468
                    339,                0.26769,                0.22567,                0.84549,                0.93795,                0.95445,                0.97675,                 0.8552,                0.59156,                0.36472,                0.90054,             0.00055138,             0.00055138,             0.00055138
                    340,                0.26782,                0.22906,                0.86747,                0.93762,                0.96476,                0.97616,                0.85692,                0.58868,                0.36977,                0.89427,             0.00054808,             0.00054808,             0.00054808
                    341,                0.28913,                0.23942,                 0.8574,                0.93606,                 0.9639,                0.97679,                0.85396,                0.59498,                 0.3744,                0.89732,             0.00054478,             0.00054478,             0.00054478
                    342,                0.29201,                0.23914,                0.86418,                0.96542,                0.94811,                 0.9772,                0.83087,                0.63957,                0.39457,                0.91832,             0.00054147,             0.00054147,             0.00054147
                    343,                0.27738,                0.22987,                0.85167,                0.96491,                0.94434,                0.97689,                0.82314,                0.65735,                0.39416,                0.94007,             0.00053817,             0.00053817,             0.00053817
                    344,                0.29055,                0.24272,                0.85755,                 0.9645,                0.94255,                0.98281,                0.84686,                0.64291,                0.37109,                 0.9389,             0.00053487,             0.00053487,             0.00053487
                    345,                0.33614,                0.31226,                0.87026,                0.96567,                0.94255,                0.98437,                0.84218,                0.62799,                0.37417,                0.93222,             0.00053157,             0.00053157,             0.00053157
                    346,                0.30262,                0.30002,                0.86476,                0.94353,                0.93064,                0.97564,                0.85037,                0.58948,                0.39936,                0.89348,             0.00052827,             0.00052827,             0.00052827
                    347,                0.28221,                0.25992,                0.83766,                0.90864,                0.95445,                0.97974,                0.86429,                0.57283,                0.41436,                0.88085,             0.00052497,             0.00052497,             0.00052497
                    348,                0.28712,                0.23902,                0.87212,                0.92106,                0.95445,                0.97433,                0.86155,                0.56883,                0.43063,                0.87626,             0.00052167,             0.00052167,             0.00052167
                    349,                0.28802,                0.24656,                0.86171,                0.92117,                0.95445,                0.97137,                0.86494,                0.57457,                0.42398,                0.88473,             0.00051837,             0.00051837,             0.00051837
                    350,                0.28057,                0.24835,                0.85079,                0.93129,                0.95445,                0.97253,                0.85926,                0.58994,                0.41005,                0.89557,             0.00051507,             0.00051507,             0.00051507
                    351,                0.28408,                0.24496,                0.85189,                0.94223,                0.95445,                0.97253,                0.85795,                0.60715,                0.38862,                0.90627,             0.00051177,             0.00051177,             0.00051177
                    352,                0.28372,                 0.2357,                0.84473,                0.93229,                0.95445,                0.96905,                0.84778,                 0.5885,                0.39784,                0.87831,             0.00050847,             0.00050847,             0.00050847
                    353,                0.26777,                0.23295,                0.86199,                0.93093,                0.95445,                0.96748,                0.84558,                0.58201,                0.39174,                0.87531,             0.00050517,             0.00050517,             0.00050517
                    354,                0.29182,                0.24062,                0.86004,                 0.9365,                0.95445,                0.96815,                0.84743,                0.58155,                0.38258,                0.87548,             0.00050187,             0.00050187,             0.00050187
                    355,                  0.284,                0.24322,                0.86305,                0.93429,                0.95445,                 0.9681,                0.85714,                0.58434,                 0.3768,                0.88021,             0.00049857,             0.00049857,             0.00049857
                    356,                0.27345,                0.22601,                0.84957,                0.92659,                0.96636,                0.97485,                0.86187,                0.58645,                0.38611,                0.88635,             0.00049527,             0.00049527,             0.00049527
                    357,                0.28298,                0.23499,                0.85841,                0.92439,                0.96534,                0.97311,                0.86254,                0.58398,                  0.383,                0.88594,             0.00049197,             0.00049197,             0.00049197
                    358,                0.29674,                0.22905,                0.86307,                0.93361,                0.93271,                0.96604,                0.85407,                0.58349,                0.37279,                0.88654,             0.00048866,             0.00048866,             0.00048866
                    359,                0.28632,                0.24207,                0.85788,                0.93546,                0.93271,                0.96406,                0.85343,                0.58959,                0.37551,                0.88844,             0.00048536,             0.00048536,             0.00048536
                    360,                0.27564,                 0.2378,                  0.865,                0.93514,                0.93271,                0.96154,                0.85056,                0.60483,                0.37586,                0.90251,             0.00048206,             0.00048206,             0.00048206
                    361,                0.26818,                0.21738,                 0.8357,                0.93814,                0.93271,                0.96154,                0.85314,                0.61054,                0.36775,                0.91127,             0.00047876,             0.00047876,             0.00047876
                    362,                 0.2775,                0.22977,                0.84797,                0.95014,                0.92013,                0.96229,                0.85086,                0.60505,                0.37095,                0.90669,             0.00047546,             0.00047546,             0.00047546
                    363,                0.28792,                0.23676,                 0.8557,                0.94886,                0.92081,                0.96277,                0.84741,                0.60494,                0.37407,                0.90208,             0.00047216,             0.00047216,             0.00047216
                    364,                0.29808,                0.25197,                0.88074,                0.96907,                0.94255,                 0.9807,                0.83977,                 0.6141,                0.37716,                0.89907,             0.00046886,             0.00046886,             0.00046886
                    365,                0.27088,                 0.2272,                0.85071,                0.96936,                0.94255,                0.97977,                0.83999,                0.60001,                0.37783,                0.89044,             0.00046556,             0.00046556,             0.00046556
                    366,                0.31105,                0.22759,                0.87383,                0.96209,                0.94255,                0.97469,                0.82548,                0.59748,                0.39624,                0.88965,             0.00046226,             0.00046226,             0.00046226
                    367,                0.27099,                0.22885,                0.85597,                0.96156,                0.94255,                0.97467,                0.82891,                0.61217,                0.40247,                0.89775,             0.00045896,             0.00045896,             0.00045896
                    368,                0.26183,                0.22253,                0.83915,                0.95841,                0.94255,                0.97429,                0.83208,                0.62233,                0.41164,                0.90498,             0.00045566,             0.00045566,             0.00045566
                    369,                0.26741,                0.22372,                0.85485,                0.96218,                0.93553,                0.97959,                0.83349,                0.61625,                0.41106,                0.90002,             0.00045236,             0.00045236,             0.00045236
                    370,                0.27483,                 0.2274,                0.84751,                0.95554,                0.92629,                0.97861,                0.84117,                0.60414,                0.40458,                0.88799,             0.00044906,             0.00044906,             0.00044906
                    371,                0.30147,                0.25656,                0.88094,                0.97297,                0.92834,                0.97855,                0.83397,                0.60858,                 0.3924,                0.89791,             0.00044576,             0.00044576,             0.00044576
                    372,                0.25391,                0.22101,                0.82725,                 0.9489,                0.93064,                0.96347,                0.85417,                0.58797,                0.39049,                0.89143,             0.00044246,             0.00044246,             0.00044246
                    373,                0.26555,                 0.2207,                 0.8529,                0.95621,                0.91874,                0.96011,                0.85064,                0.57499,                0.39047,                0.88489,             0.00043915,             0.00043915,             0.00043915
                    374,                0.26279,                0.22592,                0.85689,                0.93677,                0.94255,                0.96841,                0.85767,                0.58159,                0.39335,                0.89527,             0.00043585,             0.00043585,             0.00043585
                    375,                0.26686,                0.21441,                 0.8495,                0.94072,                0.93924,                  0.975,                0.85678,                0.58302,                0.38905,                0.90171,             0.00043255,             0.00043255,             0.00043255
                    376,                0.26708,                0.22599,                0.84963,                0.93989,                0.94255,                0.97683,                0.85772,                0.58073,                0.38507,                0.90452,             0.00042925,             0.00042925,             0.00042925
                    377,                0.27997,                0.22554,                0.85204,                0.93848,                0.94255,                0.97574,                0.85833,                0.57533,                0.38165,                0.90275,             0.00042595,             0.00042595,             0.00042595
                    378,                0.25441,                0.21271,                0.84029,                 0.9364,                0.94169,                0.97796,                0.86626,                0.57161,                0.37789,                  0.903,             0.00042265,             0.00042265,             0.00042265
                    379,                0.25571,                0.22131,                0.84451,                0.93578,                0.93911,                0.97809,                0.87396,                0.57318,                0.38451,                0.89773,             0.00041935,             0.00041935,             0.00041935
                    380,                0.30525,                0.22502,                0.87837,                0.93326,                0.93064,                0.97729,                0.86701,                0.56856,                0.38691,                0.88652,             0.00041605,             0.00041605,             0.00041605
                    381,                0.26385,                0.21729,                 0.8394,                0.92148,                0.94255,                0.98005,                0.87574,                0.56514,                0.37835,                0.88268,             0.00041275,             0.00041275,             0.00041275
                    382,                0.30332,                0.24147,                0.87184,                0.91435,                 0.9531,                0.97281,                 0.8757,                0.55778,                0.36834,                0.87744,             0.00040945,             0.00040945,             0.00040945
                    383,                0.24762,                0.20962,                0.83715,                0.92377,                0.94362,                0.97128,                 0.8658,                0.56082,                0.36972,                0.87672,             0.00040615,             0.00040615,             0.00040615
                    384,                0.27126,                0.23092,                0.85691,                0.94877,                0.93064,                0.97176,                0.85971,                0.55716,                0.36653,                0.87805,             0.00040285,             0.00040285,             0.00040285
                    385,                0.27772,                0.21375,                0.87062,                0.94697,                0.93064,                 0.9706,                0.85967,                 0.5549,                0.36125,                0.87862,             0.00039955,             0.00039955,             0.00039955
                    386,                0.28493,                 0.2275,                0.85898,                0.92223,                0.94348,                0.97416,                0.86147,                0.55731,                0.37201,                0.88205,             0.00039625,             0.00039625,             0.00039625
                    387,                0.25582,                0.22298,                0.84312,                0.91799,                0.94375,                0.97313,                0.85866,                0.56522,                0.37085,                0.88544,             0.00039295,             0.00039295,             0.00039295
                    388,                0.24432,                0.20576,                0.83569,                0.96062,                0.90537,                0.97097,                0.86296,                0.57054,                0.36718,                0.87937,             0.00038964,             0.00038964,             0.00038964
                    389,                0.25185,                0.20876,                0.85716,                0.95215,                 0.9133,                0.97033,                0.86449,                0.57069,                0.37363,                 0.8784,             0.00038634,             0.00038634,             0.00038634
                    390,                0.26646,                0.23403,                0.85585,                0.96665,                0.91735,                0.97196,                0.86628,                0.57088,                0.39456,                0.87626,             0.00038304,             0.00038304,             0.00038304
                    391,                0.25784,                0.20704,                 0.8463,                0.96829,                0.91874,                0.97185,                0.86492,                0.58031,                0.38708,                0.88165,             0.00037974,             0.00037974,             0.00037974
                    392,                 0.2607,                 0.2126,                0.85081,                0.94518,                0.91874,                0.96945,                0.86044,                0.59323,                0.39364,                0.89253,             0.00037644,             0.00037644,             0.00037644
                    393,                0.36583,                 0.2435,                0.95775,                 0.9493,                0.92575,                0.96927,                0.85853,                0.59198,                0.39997,                0.89767,             0.00037314,             0.00037314,             0.00037314
                    394,                0.24974,                0.20929,                0.83479,                 0.9475,                0.93064,                 0.9706,                0.85382,                0.58858,                 0.3924,                0.89984,             0.00036984,             0.00036984,             0.00036984
                    395,                0.26074,                0.22266,                0.83932,                0.95298,                0.93064,                0.97203,                0.86385,                0.59191,                0.39054,                0.89859,             0.00036654,             0.00036654,             0.00036654
                    396,                0.24773,                0.21205,                0.84195,                0.95408,                0.93064,                0.97183,                0.86616,                0.58139,                0.39562,                0.89013,             0.00036324,             0.00036324,             0.00036324
                    397,                0.26637,                0.23212,                0.84533,                0.95513,                0.93064,                0.97191,                0.86569,                0.57545,                0.39118,                0.88888,             0.00035994,             0.00035994,             0.00035994
                    398,                0.25211,                0.21332,                0.83121,                0.96369,                0.92669,                0.96672,                0.85776,                0.57399,                0.38289,                0.88867,             0.00035664,             0.00035664,             0.00035664
                    399,                0.24083,                0.20692,                0.84462,                0.95287,                0.91874,                0.96331,                0.84712,                0.58577,                0.37671,                0.88945,             0.00035334,             0.00035334,             0.00035334
                    400,                0.28742,                0.23031,                0.87578,                0.94652,                  0.897,                0.94431,                0.83584,                0.60021,                0.37007,                0.90229,             0.00035004,             0.00035004,             0.00035004
                    401,                0.25116,                0.20975,                0.83755,                0.92193,                0.92081,                0.94349,                0.84591,                0.59477,                0.35744,                0.90041,             0.00034674,             0.00034674,             0.00034674
                    402,                0.29357,                0.30817,                0.85295,                0.91506,                0.94262,                0.94423,                0.84403,                 0.6028,                0.35089,                0.90784,             0.00034344,             0.00034344,             0.00034344
                    403,                0.25139,                0.21647,                0.83412,                0.91385,                0.94276,                0.94415,                0.83558,                0.60852,                 0.3551,                0.91015,             0.00034013,             0.00034013,             0.00034013
                    404,                0.24672,                0.21089,                0.83148,                0.91236,                0.93576,                0.94853,                0.84427,                0.60706,                0.36447,                0.90228,             0.00033683,             0.00033683,             0.00033683
                    405,                0.25131,                0.21084,                0.84572,                0.92181,                0.92286,                0.95054,                0.84202,                0.60004,                0.36678,                0.89522,             0.00033353,             0.00033353,             0.00033353
                    406,                0.23291,                0.21027,                0.84084,                0.92505,                 0.9195,                0.94934,                0.84166,                0.58125,                0.37026,                0.88508,             0.00033023,             0.00033023,             0.00033023
                    407,                0.25962,                0.24805,                0.85441,                0.91679,                0.91965,                 0.9501,                0.84361,                0.57512,                0.37804,                0.88215,             0.00032693,             0.00032693,             0.00032693
                    408,                0.24222,                0.21088,                0.85187,                0.91674,                0.92081,                0.94854,                0.84664,                0.57238,                0.39331,                0.87685,             0.00032363,             0.00032363,             0.00032363
                    409,                0.24732,                0.26533,                0.84742,                0.90392,                0.92081,                0.94672,                0.84279,                 0.5747,                0.39791,                0.87804,             0.00032033,             0.00032033,             0.00032033
                    410,                0.25623,                0.21124,                0.84204,                0.89871,                 0.9089,                0.94732,                0.83635,                0.57804,                0.40735,                0.87803,             0.00031703,             0.00031703,             0.00031703
                    411,                0.26156,                0.20954,                0.83587,                0.89619,                 0.9089,                0.94764,                0.83904,                0.58128,                0.41431,                0.87809,             0.00031373,             0.00031373,             0.00031373
                    412,                0.24029,                0.19997,                0.84226,                0.89405,                0.90999,                0.95118,                0.83831,                0.59486,                0.42756,                0.88342,             0.00031043,             0.00031043,             0.00031043
                    413,                0.28886,                0.22827,                0.86267,                 0.8975,                0.91018,                0.94461,                0.83592,                0.60283,                0.41889,                0.88582,             0.00030713,             0.00030713,             0.00030713
                    414,                0.24807,                0.20784,                0.83651,                0.89569,                0.93271,                0.94461,                0.83736,                0.61289,                0.40464,                0.89111,             0.00030383,             0.00030383,             0.00030383
                    415,                 0.2581,                0.21453,                0.83681,                0.90239,                0.93271,                0.94548,                0.83448,                0.61163,                0.39848,                0.89025,             0.00030053,             0.00030053,             0.00030053
                    416,                0.25139,                0.22672,                0.84171,                0.92072,                0.93262,                0.94438,                0.83169,                0.60065,                0.37542,                0.88201,             0.00029723,             0.00029723,             0.00029723
                    417,                 0.2445,                0.21827,                0.84609,                0.92352,                0.93387,                0.94552,                0.83731,                0.59552,                0.36248,                0.87753,             0.00029393,             0.00029393,             0.00029393
                    418,                0.25083,                0.22805,                0.85033,                0.92014,                0.94323,                0.94578,                0.84799,                0.58639,                0.34152,                0.87011,             0.00029062,             0.00029062,             0.00029062
                    419,                0.25278,                0.20591,                0.84688,                0.95084,                0.91641,                0.94471,                0.85084,                0.58355,                0.33684,                 0.8675,             0.00028732,             0.00028732,             0.00028732
                    420,                0.27294,                0.21806,                0.85532,                0.94867,                0.93271,                0.94499,                0.84688,                0.57415,                0.32935,                 0.8663,             0.00028402,             0.00028402,             0.00028402
                    421,                0.23792,                0.19654,                0.81425,                0.95002,                0.92889,                 0.9453,                0.84412,                0.57561,                0.32885,                0.86983,             0.00028072,             0.00028072,             0.00028072
                    422,                0.30322,                0.31432,                0.87422,                0.93764,                0.93271,                0.94468,                0.84251,                0.58109,                0.33117,                0.87793,             0.00027742,             0.00027742,             0.00027742
                    423,                0.26715,                0.21221,                0.84425,                 0.9482,                0.93271,                0.94513,                0.84788,                0.57903,                 0.3295,                0.87636,             0.00027412,             0.00027412,             0.00027412
                    424,                0.26097,                0.20595,                0.84723,                0.94703,                0.93271,                0.94386,                0.84671,                 0.5818,                0.32847,                0.87785,             0.00027082,             0.00027082,             0.00027082
                    425,                0.25191,                0.21045,                0.85242,                0.94712,                0.93271,                0.94291,                0.84923,                 0.5786,                0.32336,                0.87753,             0.00026752,             0.00026752,             0.00026752
                    426,                0.22355,                0.19677,                0.83471,                0.94537,                0.94453,                0.94872,                0.84689,                 0.5758,                0.31568,                0.87692,             0.00026422,             0.00026422,             0.00026422
                    427,                 0.2906,                0.23073,                0.87243,                0.94471,                0.94462,                0.94989,                0.84574,                 0.5834,                0.31558,                0.88058,             0.00026092,             0.00026092,             0.00026092
                    428,                0.24359,                0.21058,                0.85041,                0.94348,                0.94462,                0.95595,                0.84314,                0.59008,                0.33135,                0.88754,             0.00025762,             0.00025762,             0.00025762
                    429,                0.24015,                0.20323,                0.83576,                0.94603,                 0.9384,                0.95553,                0.84267,                0.58666,                0.33757,                0.88906,             0.00025432,             0.00025432,             0.00025432
                    430,                0.24277,                0.20361,                0.83255,                 0.9572,                0.94255,                0.98298,                0.84844,                 0.5873,                 0.3427,                0.89421,             0.00025102,             0.00025102,             0.00025102
                    431,                0.22932,                0.19791,                0.83858,                0.95576,                0.94255,                0.98319,                0.84385,                0.59101,                0.34514,                0.89753,             0.00024772,             0.00024772,             0.00024772
                    432,                0.23245,                0.19191,                  0.839,                 0.9398,                0.95445,                0.98284,                0.84473,                0.60255,                0.35563,                0.90486,             0.00024442,             0.00024442,             0.00024442
                    433,                0.22665,                0.20137,                0.83571,                0.91425,                0.94276,                0.95642,                0.83564,                0.60197,                0.35932,                0.90566,             0.00024111,             0.00024111,             0.00024111
                    434,                0.24491,                0.20185,                0.84657,                0.92069,                0.94267,                 0.9585,                0.83514,                0.59732,                 0.3606,                 0.9019,             0.00023781,             0.00023781,             0.00023781
                    435,                0.23417,                0.19424,                0.84735,                0.92105,                0.94339,                0.95859,                0.83685,                0.60143,                0.35479,                0.90384,             0.00023451,             0.00023451,             0.00023451
                    436,                0.21967,                0.19406,                0.84528,                0.92024,                0.94462,                0.96018,                0.83798,                 0.5974,                0.35702,                0.90037,             0.00023121,             0.00023121,             0.00023121
                    437,                0.24652,                  0.257,                 0.8623,                0.92023,                0.94462,                0.96119,                0.84223,                0.59488,                0.35498,                0.89799,             0.00022791,             0.00022791,             0.00022791
                    438,                0.22431,                0.19074,                0.82859,                0.91924,                0.94326,                0.96273,                0.84334,                0.59471,                0.36486,                0.89991,             0.00022461,             0.00022461,             0.00022461
                    439,                0.22971,                0.19108,                0.83399,                0.91876,                0.94323,                0.95973,                 0.8399,                 0.5985,                0.36869,                0.90378,             0.00022131,             0.00022131,             0.00022131
                    440,                 0.2454,                0.20588,                0.85342,                0.94897,                0.95445,                0.97767,                0.85053,                0.60105,                  0.371,                0.90425,             0.00021801,             0.00021801,             0.00021801
                    441,                0.21258,                0.19143,                0.82728,                0.94997,                0.95445,                0.97788,                0.84921,                0.59712,                0.37019,                0.90186,             0.00021471,             0.00021471,             0.00021471
                    442,                0.21464,                0.17992,                0.83595,                0.94665,                0.95445,                0.97758,                0.84631,                0.58468,                0.36197,                0.89472,             0.00021141,             0.00021141,             0.00021141
                    443,                0.23419,                0.20775,                0.84629,                  0.961,                0.94255,                0.97716,                0.85154,                0.57657,                0.35518,                0.89121,             0.00020811,             0.00020811,             0.00020811
                    444,                0.20342,                0.17671,                0.82174,                0.95501,                0.94255,                0.97731,                0.85597,                0.56535,                0.34453,                 0.8859,             0.00020481,             0.00020481,             0.00020481
                    445,                0.23952,                0.20148,                0.85458,                0.94969,                0.95555,                0.97712,                0.85926,                0.56272,                0.34052,                0.88459,             0.00020151,             0.00020151,             0.00020151
                    446,                0.23156,                0.19161,                0.86726,                0.97353,                0.95099,                0.97905,                0.85416,                0.56851,                0.33684,                0.88472,             0.00019821,             0.00019821,             0.00019821
                    447,                 0.2392,                0.21415,                0.84493,                0.97358,                0.95031,                0.97946,                0.85289,                0.57224,                0.33498,                0.88794,             0.00019491,             0.00019491,             0.00019491
                    448,                0.23612,                0.19969,                0.84139,                0.96088,                0.95559,                 0.9789,                0.85781,                0.57288,                0.33427,                0.88961,              0.0001916,              0.0001916,              0.0001916
                    449,                0.22136,                0.19651,                0.85904,                 0.9607,                 0.9555,                0.97911,                0.86082,                0.56986,                0.33955,                0.89045,              0.0001883,              0.0001883,              0.0001883
                    450,                0.22945,                0.21115,                0.82113,                0.96039,                0.95445,                0.98106,                0.86519,                0.56598,                0.34265,                0.89148,               0.000185,               0.000185,               0.000185
                    451,                 0.2342,                0.19606,                0.83962,                0.95197,                0.95445,                0.98237,                0.86236,                0.56597,                0.33885,                0.89121,              0.0001817,              0.0001817,              0.0001817
                    452,                0.22485,                0.19676,                0.82438,                0.94953,                0.95445,                 0.9806,                0.85692,                0.57152,                0.33847,                0.89257,              0.0001784,              0.0001784,              0.0001784
                    453,                0.21802,                 0.1979,                0.84246,                0.94916,                0.95445,                0.98032,                0.85745,                0.57431,                0.33982,                0.89277,              0.0001751,              0.0001751,              0.0001751
                    454,                0.23662,                0.21035,                0.84933,                0.93543,                 0.9721,                0.98036,                0.85202,                0.58286,                0.34919,                0.89723,              0.0001718,              0.0001718,              0.0001718
                    455,                0.20996,                0.19355,                0.85263,                0.93545,                 0.9722,                0.97597,                0.84988,                0.58183,                0.35429,                0.89709,              0.0001685,              0.0001685,              0.0001685
                    456,                0.22648,                0.18375,                0.82324,                0.93742,                0.96636,                0.97585,                0.84522,                0.57964,                 0.3609,                0.89435,              0.0001652,              0.0001652,              0.0001652
                    457,                0.21612,                0.21153,                0.84683,                 0.9595,                0.93064,                0.97424,                0.84093,                0.57989,                0.36617,                 0.8934,              0.0001619,              0.0001619,              0.0001619
                    458,                0.21484,                0.22212,                0.83506,                0.97346,                0.93064,                0.97465,                0.84687,                0.57101,                0.36267,                0.88609,              0.0001586,              0.0001586,              0.0001586
                    459,                  0.247,                0.18623,                0.84516,                0.97141,                0.93064,                0.97491,                0.84591,                0.56521,                0.36072,                0.88304,              0.0001553,              0.0001553,              0.0001553
                    460,                0.21104,                0.18422,                0.83467,                0.97447,                0.93064,                0.97491,                0.85314,                 0.5544,                0.35849,                0.87901,               0.000152,               0.000152,               0.000152
                    461,                 0.2107,                0.17776,                0.82645,                0.96878,                0.93064,                0.97491,                0.85856,                0.55359,                0.35981,                0.88118,              0.0001487,              0.0001487,              0.0001487
                    462,                0.22865,                0.19264,                0.83997,                0.95202,                0.94256,                0.97634,                0.86194,                0.55625,                 0.3611,                0.88394,              0.0001454,              0.0001454,              0.0001454
                    463,                0.21334,                0.18411,                0.83909,                0.96408,                0.94255,                0.97634,                0.85845,                0.55832,                0.36196,                0.88458,              0.0001421,              0.0001421,              0.0001421
                    464,                0.20811,                0.18229,                0.82999,                  0.952,                0.94256,                0.97672,                0.86208,                0.56191,                0.36553,                0.88686,             0.00013879,             0.00013879,             0.00013879
                    465,                0.21948,                0.22063,                0.83474,                 0.9656,                0.94255,                0.97696,                0.85968,                0.56301,                0.36969,                  0.886,             0.00013549,             0.00013549,             0.00013549
                    466,                0.29855,                0.24952,                0.90844,                0.95451,                0.94255,                 0.9759,                0.85973,                0.56605,                0.36856,                0.88838,             0.00013219,             0.00013219,             0.00013219
                    467,                0.22815,                0.20489,                0.84899,                0.95493,                0.94255,                0.97643,                0.86241,                0.56451,                0.36733,                0.88595,             0.00012889,             0.00012889,             0.00012889
                    468,                0.20701,                0.17311,                0.83933,                0.95592,                0.94255,                 0.9767,                0.86354,                0.56027,                0.36368,                0.88338,             0.00012559,             0.00012559,             0.00012559
                    469,                0.23697,                0.20297,                0.84232,                0.95838,                0.94255,                0.97547,                0.86472,                0.56268,                0.35949,                0.88196,             0.00012229,             0.00012229,             0.00012229
                    470,                0.21805,                0.19063,                0.84385,                 0.9137,                0.95097,                0.94559,                0.84649,                0.56413,                0.35112,                0.88321,             0.00011899,             0.00011899,             0.00011899
                    471,                0.21085,                0.18105,                0.84455,                0.91354,                0.94953,                0.94662,                0.85144,                0.56312,                0.35074,                0.88178,             0.00011569,             0.00011569,             0.00011569
