                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.40875,                 0.3233,                0.89521,                0.90201,                0.90261,                0.94944,                0.81741,                 0.6355,                0.50074,                0.90354,              0.0011752,              0.0011752,              0.0011752
                    151,                0.39158,                0.33735,                0.88588,                0.92205,                 0.8795,                0.96046,                0.82971,                0.59896,                0.45211,                0.88286,              0.0011719,              0.0011719,              0.0011719
                    152,                0.40133,                0.38894,                0.88069,                 0.9549,                0.89493,                0.96538,                0.82717,                0.60657,                0.43834,                 0.8852,              0.0011686,              0.0011686,              0.0011686
                    153,                0.42622,                0.36255,                0.90571,                0.93204,                0.94444,                 0.9737,                0.83153,                0.61155,                0.40412,                0.88513,              0.0011653,              0.0011653,              0.0011653
                    154,                0.49452,                0.36382,                 1.0141,                0.91134,                0.96527,                0.96992,                0.84282,                0.60706,                 0.3993,                0.87821,               0.001162,               0.001162,               0.001162
                    155,                0.46996,                0.34306,                0.92244,                0.90231,                0.96533,                0.96316,                0.84768,                0.60989,                0.40589,                0.87924,              0.0011587,              0.0011587,              0.0011587
                    156,                0.45151,                0.34959,                0.93017,                 0.9382,                0.92808,                0.95878,                0.83561,                 0.6103,                0.44743,                 0.9035,              0.0011554,              0.0011554,              0.0011554
                    157,                0.43046,                0.33205,                0.91561,                0.93433,                0.94462,                0.96255,                0.83687,                0.61972,                0.45452,                0.90169,              0.0011521,              0.0011521,              0.0011521
                    158,                0.40129,                0.34834,                0.90508,                0.95727,                0.92081,                0.97551,                0.82486,                 0.6533,                   0.42,                 0.9148,              0.0011488,              0.0011488,              0.0011488
                    159,                0.42277,                0.34084,                0.90209,                0.97268,                0.94156,                0.98215,                0.80747,                 0.6755,                0.40327,                0.93244,              0.0011455,              0.0011455,              0.0011455
                    160,                0.40296,                0.33661,                0.89758,                0.97817,                0.89493,                0.96115,                0.77555,                0.69794,                0.50005,                0.96886,              0.0011422,              0.0011422,              0.0011422
                    161,                0.40941,                0.34229,                 0.9135,                0.92305,                0.87112,                 0.9494,                0.72709,                0.73249,                0.56962,                0.98364,              0.0011389,              0.0011389,              0.0011389
                    162,                0.40179,                0.34089,                0.89928,                0.97988,                0.93013,                0.97873,                0.80579,                0.68243,                0.42819,                0.93659,              0.0011356,              0.0011356,              0.0011356
                    163,                0.40098,                0.33039,                0.89214,                0.95564,                0.96297,                0.98794,                0.81885,                0.62678,                0.36931,                0.90578,              0.0011323,              0.0011323,              0.0011323
                    164,                0.38734,                0.32642,                0.88359,                0.94674,                0.93271,                0.95574,                0.81809,                0.61774,                0.38537,                0.91067,               0.001129,               0.001129,               0.001129
                    165,                 0.4092,                0.35116,                0.90176,                0.94651,                0.93039,                0.94313,                0.80716,                0.63759,                0.40118,                0.91124,              0.0011257,              0.0011257,              0.0011257
                    166,                0.41942,                0.33892,                0.90899,                0.96366,                0.88389,                 0.9328,                0.81911,                0.63044,                0.44517,                 0.9122,              0.0011224,              0.0011224,              0.0011224
                    167,                0.50035,                0.68672,                0.99159,                0.90362,                0.92081,                0.92925,                0.81692,                0.60863,                0.45129,                0.90358,              0.0011191,              0.0011191,              0.0011191
                    168,                0.39355,                0.33207,                0.88564,                0.90165,                0.93969,                0.95516,                0.82993,                0.62296,                0.43124,                0.89911,              0.0011158,              0.0011158,              0.0011158
                    169,                0.44323,                0.34566,                0.92315,                0.88765,                0.97276,                0.95739,                 0.8198,                0.63715,                 0.4245,                0.91743,              0.0011125,              0.0011125,              0.0011125
                    170,                0.42079,                0.39027,                0.89202,                0.90498,                0.93235,                0.93963,                0.78932,                0.66702,                0.42144,                0.91568,              0.0011092,              0.0011092,              0.0011092
                    171,                 0.3928,                0.33298,                 0.9088,                0.91389,                0.94051,                0.95494,                0.80139,                0.66615,                0.40997,                0.91784,              0.0011059,              0.0011059,              0.0011059
                    172,                0.40849,                0.35509,                 0.9093,                0.93093,                0.93329,                0.93483,                0.80014,                 0.6454,                0.41783,                0.91421,              0.0011026,              0.0011026,              0.0011026
                    173,                0.40575,                0.33669,                0.90692,                0.92799,                  0.921,                0.94848,                0.80499,                0.64936,                0.42502,                0.92175,              0.0010993,              0.0010993,              0.0010993
                    174,                0.45414,                0.36693,                0.93568,                0.97584,                0.94255,                0.97419,                0.82799,                0.63456,                0.39399,                0.91746,               0.001096,               0.001096,               0.001096
                    175,                0.39279,                0.35551,                0.89107,                0.97801,                0.93948,                0.97629,                0.83564,                0.62705,                0.37137,                0.91597,              0.0010927,              0.0010927,              0.0010927
                    176,                0.44311,                0.34509,                  0.922,                0.95452,                 0.9152,                0.97086,                0.80895,                0.65083,                0.39646,                0.91024,              0.0010894,              0.0010894,              0.0010894
                    177,                0.42007,                 0.3331,                0.91494,                 0.9151,                0.95557,                0.96841,                0.80838,                0.64343,                0.39637,                0.90742,              0.0010861,              0.0010861,              0.0010861
                    178,                0.38529,                0.32048,                0.89074,                0.92684,                0.96497,                0.96377,                0.82718,                  0.587,                0.39938,                0.87491,              0.0010828,              0.0010828,              0.0010828
                    179,                0.37994,                0.32981,                0.89963,                0.93722,                0.95702,                0.96636,                0.82823,                0.59173,                0.40123,                0.88538,              0.0010795,              0.0010795,              0.0010795
                    180,                0.39604,                 0.3372,                 0.8958,                0.94645,                 0.9089,                0.94866,                 0.8297,                0.61542,                0.40513,                 0.9097,              0.0010762,              0.0010762,              0.0010762
                    181,                0.41529,                0.32428,                0.90833,                0.93726,                0.88705,                0.92948,                0.80914,                0.62719,                0.41327,                0.92209,              0.0010729,              0.0010729,              0.0010729
                    182,                0.38685,                0.30712,                0.88121,                0.91944,                0.86416,                0.92636,                0.80708,                0.61744,                0.44653,                0.89163,              0.0010696,              0.0010696,              0.0010696
                    183,                0.45414,                0.36771,                0.93861,                0.92308,                0.93231,                0.93346,                0.82695,                0.59651,                0.38466,                0.88911,              0.0010663,              0.0010663,              0.0010663
                    184,                0.46941,                0.36489,                 0.9718,                0.94142,                0.92621,                 0.9373,                0.83021,                0.60847,                0.38553,                0.88768,               0.001063,               0.001063,               0.001063
                    185,                0.40028,                0.34055,                0.89922,                0.94437,                0.93271,                0.93692,                0.82639,                0.59879,                0.38892,                0.87432,              0.0010597,              0.0010597,              0.0010597
                    186,                0.38861,                 0.3179,                0.89288,                0.91525,                0.97357,                0.96218,                0.84075,                 0.5856,                0.39835,                0.86891,              0.0010564,              0.0010564,              0.0010564
                    187,                0.44273,                0.35537,                0.91665,                0.92795,                0.93139,                0.96458,                0.83515,                0.60888,                0.41801,                0.87779,              0.0010531,              0.0010531,              0.0010531
                    188,                0.41662,                0.31327,                 0.8949,                0.95014,                0.93271,                 0.9661,                0.81805,                0.63867,                0.41516,                 0.9034,              0.0010498,              0.0010498,              0.0010498
                    189,                0.38681,                0.32021,                0.88614,                0.94768,                0.93271,                0.96419,                0.81603,                0.66469,                0.39546,                0.91543,              0.0010465,              0.0010465,              0.0010465
                    190,                0.36852,                0.32662,                0.90069,                0.94505,                0.93271,                0.95574,                 0.8108,                0.64401,                0.38468,                 0.9194,              0.0010432,              0.0010432,              0.0010432
                    191,                0.38092,                0.31532,                0.88084,                0.94015,                0.93271,                0.97277,                0.83753,                0.63778,                0.38457,                0.91781,              0.0010399,              0.0010399,              0.0010399
                    192,                0.39076,                0.32929,                0.89783,                0.92789,                0.92215,                0.95567,                0.84749,                0.60974,                0.38574,                0.88388,              0.0010366,              0.0010366,              0.0010366
                    193,                0.43765,                0.35975,                0.90608,                0.94345,                0.92081,                0.95407,                0.84531,                0.62069,                0.36607,                 0.8956,              0.0010333,              0.0010333,              0.0010333
                    194,                0.37924,                  0.317,                0.88248,                0.95231,                 0.9089,                0.94757,                0.79717,                0.69097,                0.40121,                0.94522,                0.00103,                0.00103,                0.00103
                    195,                0.42209,                0.32969,                0.93229,                0.94685,                0.88716,                0.94281,                0.81225,                0.71279,                0.44291,                0.96609,              0.0010267,              0.0010267,              0.0010267
                    196,                0.36797,                0.31497,                0.90122,                0.88156,                0.92072,                0.93633,                0.77602,                0.69019,                0.47028,                0.97962,              0.0010234,              0.0010234,              0.0010234
                    197,                0.37417,                0.31034,                0.87777,                0.87294,                0.90233,                0.92097,                0.78479,                 0.6992,                0.48487,                0.97203,              0.0010201,              0.0010201,              0.0010201
                    198,                 0.4547,                0.53644,                0.94934,                0.93547,                0.88039,                0.94029,                0.76255,                0.68565,                0.57301,                0.95039,              0.0010168,              0.0010168,              0.0010168
                    199,                0.39623,                0.32164,                0.88478,                0.89813,                0.87368,                0.91524,                0.79592,                0.64012,                0.49107,                0.91834,              0.0010135,              0.0010135,              0.0010135
                    200,                 0.3945,                0.32005,                0.90103,                0.90584,                0.90531,                0.93307,                0.81075,                0.62233,                0.42896,                0.90966,              0.0010102,              0.0010102,              0.0010102
                    201,                0.39863,                0.33742,                0.88973,                0.92926,                0.91883,                0.93679,                0.82177,                 0.6292,                0.42362,                0.90088,              0.0010069,              0.0010069,              0.0010069
                    202,                0.36141,                0.29673,                0.88832,                0.92952,                0.96636,                0.95449,                0.84099,                0.60532,                0.38311,                0.88396,              0.0010036,              0.0010036,              0.0010036
                    203,                 0.3484,                0.29052,                0.86673,                0.94092,                0.95445,                 0.9716,                0.83841,                0.60517,                0.38981,                0.88602,              0.0010003,              0.0010003,              0.0010003
                    204,                0.35654,                0.29185,                0.85936,                0.94921,                0.94684,                0.97273,                0.83345,                0.62125,                0.39476,                0.90025,             0.00099697,             0.00099697,             0.00099697
                    205,                0.38502,                0.32009,                0.89577,                 0.9746,                0.92032,                0.97878,                 0.8355,                 0.6266,                0.39478,                0.90763,             0.00099367,             0.00099367,             0.00099367
                    206,                 0.3597,                0.31266,                0.88967,                0.92876,                0.94462,                0.96957,                0.83398,                0.64373,                0.39584,                 0.9191,             0.00099036,             0.00099036,             0.00099036
                    207,                0.40574,                0.30937,                0.92431,                 0.9309,                0.94462,                0.96453,                0.82724,                0.65221,                0.40978,                0.92143,             0.00098706,             0.00098706,             0.00098706
                    208,                0.37029,                0.30903,                0.87739,                0.93541,                0.94177,                0.97012,                0.83623,                0.63173,                0.40134,                0.90569,             0.00098376,             0.00098376,             0.00098376
                    209,                0.34022,                0.31181,                0.87536,                 0.9346,                0.96435,                0.97704,                0.83913,                0.61252,                0.38798,                0.90007,             0.00098046,             0.00098046,             0.00098046
                    210,                 0.4193,                0.31732,                0.92509,                0.94374,                0.94915,                0.97994,                0.83897,                0.60662,                0.37796,                0.88669,             0.00097716,             0.00097716,             0.00097716
                    211,                0.38716,                0.32749,                0.89437,                0.97529,                0.91874,                0.98074,                0.83203,                0.60715,                0.38681,                0.88895,             0.00097386,             0.00097386,             0.00097386
                    212,                0.38112,                0.31741,                0.90129,                0.97336,                 0.9149,                0.97465,                0.83087,                0.58938,                0.39221,                  0.863,             0.00097056,             0.00097056,             0.00097056
                    213,                0.36465,                0.29211,                0.87801,                0.94481,                0.96451,                0.96089,                0.84094,                0.59131,                0.38592,                0.86816,             0.00096726,             0.00096726,             0.00096726
                    214,                0.34419,                 0.2881,                 0.8652,                0.96049,                0.95445,                0.96164,                0.82202,                0.63062,                0.39895,                0.88871,             0.00096396,             0.00096396,             0.00096396
                    215,                 0.3653,                0.28278,                0.88827,                0.91848,                0.94643,                0.96571,                0.81551,                0.62128,                0.42792,                0.89258,             0.00096066,             0.00096066,             0.00096066
                    216,                0.36457,                0.29899,                  0.893,                0.94724,                0.94255,                0.97375,                0.81148,                0.62578,                0.40644,                0.89513,             0.00095736,             0.00095736,             0.00095736
                    217,                0.34122,                0.28262,                0.87204,                0.97179,                0.95445,                0.97788,                0.81074,                0.62318,                0.39265,                0.91661,             0.00095406,             0.00095406,             0.00095406
                    218,                0.36148,                0.29801,                0.87931,                0.97273,                0.94255,                 0.9832,                0.82498,                0.62515,                0.38812,                0.93114,             0.00095076,             0.00095076,             0.00095076
                    219,                0.35163,                0.29083,                0.88419,                 0.9528,                0.95383,                0.97304,                0.81946,                0.61402,                0.37233,                0.92744,             0.00094746,             0.00094746,             0.00094746
                    220,                0.38411,                0.32504,                0.88935,                0.95351,                0.94161,                 0.9654,                0.79283,                0.65848,                0.45188,                 0.9564,             0.00094416,             0.00094416,             0.00094416
                    221,                0.36206,                0.29112,                0.87951,                0.84879,                 0.8966,                0.88749,                0.70597,                0.72806,                0.66817,                 1.0085,             0.00094085,             0.00094085,             0.00094085
                    222,                0.35379,                0.29528,                0.87748,                0.93553,                0.95445,                0.95992,                0.78306,                0.69783,                0.41092,                0.96232,             0.00093755,             0.00093755,             0.00093755
                    223,                0.35828,                0.29302,                0.88426,                0.89185,                0.93971,                0.94137,                 0.7789,                0.69732,                0.42069,                0.94724,             0.00093425,             0.00093425,             0.00093425
                    224,                0.44257,                0.38156,                0.95027,                0.92693,                0.92382,                0.94682,                0.78725,                0.68008,                0.42635,                0.94094,             0.00093095,             0.00093095,             0.00093095
                    225,                0.35854,                0.28745,                0.88312,                  0.915,                0.92056,                0.93529,                0.78419,                0.68654,                0.44343,                0.94219,             0.00092765,             0.00092765,             0.00092765
                    226,                0.36681,                0.29324,                0.87594,                0.96612,                0.93271,                0.95314,                0.81001,                0.70249,                0.39179,                0.95704,             0.00092435,             0.00092435,             0.00092435
                    227,                0.35361,                0.29974,                0.86663,                0.96954,                0.93271,                0.95358,                0.80314,                0.69346,                0.37568,                 0.9486,             0.00092105,             0.00092105,             0.00092105
                    228,                0.34876,                0.26772,                0.87296,                 0.9621,                0.95193,                0.95459,                0.80885,                0.66877,                0.37882,                 0.9216,             0.00091775,             0.00091775,             0.00091775
                    229,                0.35086,                0.29977,                0.88323,                0.95833,                0.95337,                0.95084,                0.81655,                 0.6778,                0.37412,                0.93347,             0.00091445,             0.00091445,             0.00091445
                    230,                0.37652,                0.29158,                0.93647,                0.95742,                0.90001,                0.94031,                0.81799,                0.66289,                0.40643,                0.94671,             0.00091115,             0.00091115,             0.00091115
                    231,                0.36353,                0.30638,                0.90234,                 0.9301,                0.92081,                 0.9411,                0.80393,                0.63654,                0.41823,                0.91893,             0.00090785,             0.00090785,             0.00090785
                    232,                0.35436,                0.28375,                0.87425,                0.94942,                0.91155,                0.93845,                0.81393,                0.62562,                0.38218,                0.90435,             0.00090455,             0.00090455,             0.00090455
                    233,                0.32887,                 0.2697,                0.86552,                0.95445,                0.91708,                0.93936,                0.80913,                0.62127,                0.38311,                0.90275,             0.00090125,             0.00090125,             0.00090125
                    234,                0.35881,                0.28816,                 0.8831,                0.96817,                0.91851,                0.94725,                0.81389,                0.64781,                0.36303,                0.93231,             0.00089795,             0.00089795,             0.00089795
                    235,                0.40956,                0.33309,                0.92196,                0.94986,                 0.9306,                0.94692,                0.81231,                0.64724,                0.37207,                0.92973,             0.00089465,             0.00089465,             0.00089465
                    236,                0.37312,                0.29048,                0.90179,                0.90261,                0.88738,                0.91536,                0.77992,                0.63341,                0.58838,                0.92228,             0.00089134,             0.00089134,             0.00089134
                    237,                0.33967,                0.31816,                0.86836,                0.91572,                0.89493,                0.94109,                0.81163,                0.63133,                0.51355,                0.93959,             0.00088804,             0.00088804,             0.00088804
                    238,                0.36475,                0.28956,                0.88694,                0.93934,                0.94255,                0.96423,                0.82768,                0.61728,                0.41355,                0.91324,             0.00088474,             0.00088474,             0.00088474
                    239,                0.37095,                0.29027,                0.87643,                0.94104,                0.94255,                0.96376,                0.82953,                0.61311,                 0.4191,                0.89417,             0.00088144,             0.00088144,             0.00088144
                    240,                0.39622,                0.31185,                0.90479,                0.96975,                0.93064,                0.98347,                0.83247,                0.61351,                0.39183,                0.89909,             0.00087814,             0.00087814,             0.00087814
                    241,                0.33388,                0.27044,                0.86347,                0.95149,                0.95129,                 0.9847,                0.82884,                0.62497,                0.39514,                0.90002,             0.00087484,             0.00087484,             0.00087484
                    242,                0.32004,                0.27463,                0.86753,                0.93899,                0.94255,                0.98197,                0.84147,                0.62981,                 0.3997,                0.91406,             0.00087154,             0.00087154,             0.00087154
                    243,                0.32852,                0.27644,                0.86562,                0.93945,                0.94255,                0.98056,                0.84716,                0.61242,                0.40772,                0.91734,             0.00086824,             0.00086824,             0.00086824
                    244,                0.37302,                 0.3239,                0.89911,                0.94105,                0.94255,                0.97689,                0.84362,                0.61731,                0.40839,                0.91088,             0.00086494,             0.00086494,             0.00086494
                    245,                0.37271,                0.29133,                0.89897,                0.94922,                0.94255,                0.97695,                 0.8455,                0.62392,                 0.3937,                0.91039,             0.00086164,             0.00086164,             0.00086164
                    246,                0.33718,                0.27891,                0.85848,                0.95976,                0.94255,                0.96932,                0.84045,                0.63942,                0.39329,                  0.918,             0.00085834,             0.00085834,             0.00085834
                    247,                0.34306,                0.27494,                0.87088,                0.96275,                0.94255,                0.97258,                 0.8491,                0.64813,                 0.3957,                0.92097,             0.00085504,             0.00085504,             0.00085504
                    248,                0.34043,                0.27467,                 0.8779,                0.96018,                0.94255,                0.96998,                0.84232,                0.61473,                0.39089,                0.87296,             0.00085174,             0.00085174,             0.00085174
                    249,                0.33171,                0.28262,                0.87356,                0.98017,                0.94255,                0.97524,                0.84727,                0.61896,                0.36188,                0.87222,             0.00084844,             0.00084844,             0.00084844
                    250,                0.34312,                0.26965,                0.87418,                0.98296,                0.93939,                0.97872,                0.83707,                0.64148,                0.35167,                0.87772,             0.00084514,             0.00084514,             0.00084514
                    251,                0.38187,                0.28113,                0.88327,                0.95365,                0.96529,                0.97851,                 0.8407,                0.62563,                0.35169,                 0.8739,             0.00084184,             0.00084184,             0.00084184
                    252,                0.35016,                0.29316,                0.85441,                0.97352,                0.94876,                0.97945,                0.85387,                0.57987,                0.36732,                0.87633,             0.00083853,             0.00083853,             0.00083853
                    253,                0.32936,                0.26384,                0.87499,                 0.9728,                0.95445,                0.97779,                0.86015,                0.57937,                0.37505,                 0.8777,             0.00083523,             0.00083523,             0.00083523
                    254,                0.35832,                0.28748,                0.87474,                0.94239,                0.92081,                0.96061,                 0.8354,                0.60455,                0.40888,                0.87624,             0.00083193,             0.00083193,             0.00083193
                    255,                0.31651,                0.26424,                0.86621,                0.90098,                0.95414,                0.96069,                0.83105,                0.60239,                0.40675,                0.87436,             0.00082863,             0.00082863,             0.00082863
                    256,                0.33929,                0.26949,                0.88932,                0.92732,                0.92525,                0.95805,                0.84272,                0.61666,                0.41839,                0.89741,             0.00082533,             0.00082533,             0.00082533
                    257,                0.35803,                0.28742,                0.89472,                0.92721,                0.92337,                0.95692,                0.83133,                0.61927,                0.40824,                0.90268,             0.00082203,             0.00082203,             0.00082203
                    258,                 0.3271,                0.27584,                0.86258,                0.95859,                0.94255,                0.97162,                0.82257,                0.61749,                0.45255,                0.88791,             0.00081873,             0.00081873,             0.00081873
                    259,                 0.3105,                0.29484,                0.86485,                0.96702,                0.92081,                0.94963,                0.83363,                0.61735,                0.41764,                0.88907,             0.00081543,             0.00081543,             0.00081543
                    260,                0.31692,                 0.2674,                0.87594,                0.96512,                0.95445,                0.97403,                0.82773,                0.62864,                0.36956,                0.89123,             0.00081213,             0.00081213,             0.00081213
                    261,                0.32443,                0.26646,                0.86547,                0.97421,                0.94677,                 0.9739,                0.82959,                0.61752,                 0.3608,                0.88467,             0.00080883,             0.00080883,             0.00080883
                    262,                0.32344,                0.28205,                0.85385,                0.93254,                0.92786,                0.94684,                 0.8349,                0.60996,                0.39966,                0.88277,             0.00080553,             0.00080553,             0.00080553
                    263,                0.35854,                0.27273,                0.88815,                0.93854,                0.92212,                0.94668,                0.83072,                0.61201,                0.39043,                0.88677,             0.00080223,             0.00080223,             0.00080223
                    264,                0.31923,                0.25543,                0.85962,                0.93919,                0.93555,                 0.9588,                0.81543,                 0.6065,                0.39068,                0.88019,             0.00079893,             0.00079893,             0.00079893
                    265,                0.33076,                0.26449,                0.88381,                0.94974,                 0.9089,                0.93983,                0.82352,                0.60572,                0.38581,                0.88459,             0.00079563,             0.00079563,             0.00079563
                    266,                0.31917,                0.26729,                0.86479,                0.93838,                0.91728,                0.94326,                0.82256,                0.63333,                0.40073,                0.91375,             0.00079233,             0.00079233,             0.00079233
                    267,                 0.2939,                0.24935,                0.85657,                 0.9394,                0.91654,                0.94439,                0.82473,                  0.641,                0.40339,                0.92532,             0.00078902,             0.00078902,             0.00078902
                    268,                0.30914,                0.26478,                0.87576,                0.92486,                0.93052,                0.94909,                0.82627,                0.65053,                0.40558,                0.94369,             0.00078572,             0.00078572,             0.00078572
                    269,                0.31595,                0.25631,                0.86355,                0.92566,                0.92329,                0.95235,                0.82657,                0.64494,                0.38748,                0.94247,             0.00078242,             0.00078242,             0.00078242
                    270,                0.33684,                0.28011,                0.87487,                0.91902,                0.94462,                0.94981,                0.84546,                0.62907,                0.36552,                0.92272,             0.00077912,             0.00077912,             0.00077912
                    271,                0.31372,                0.25449,                0.86272,                0.91876,                0.94571,                0.94964,                0.85043,                0.60534,                0.36259,                0.89793,             0.00077582,             0.00077582,             0.00077582
                    272,                0.33299,                0.27977,                0.85811,                0.94553,                 0.9089,                0.95035,                0.84295,                0.60697,                0.35379,                0.89538,             0.00077252,             0.00077252,             0.00077252
                    273,                 0.3412,                0.25498,                0.87754,                0.95951,                 0.9089,                0.94833,                0.83647,                0.62726,                0.35842,                 0.9119,             0.00076922,             0.00076922,             0.00076922
                    274,                 0.3271,                0.26614,                0.87898,                0.95071,                0.91208,                0.93992,                0.82352,                0.63515,                0.37907,                0.92788,             0.00076592,             0.00076592,             0.00076592
                    275,                 0.3079,                0.28658,                0.88333,                0.94746,                0.92081,                0.93774,                0.83157,                0.64839,                0.36839,                 0.9451,             0.00076262,             0.00076262,             0.00076262
                    276,                0.32787,                0.27193,                0.86261,                0.94956,                0.92161,                0.93492,                0.83457,                0.63076,                0.35135,                0.93938,             0.00075932,             0.00075932,             0.00075932
                    277,                0.29153,                0.24653,                0.85707,                0.97214,                0.94255,                0.96666,                0.83598,                0.60321,                0.36252,                0.91238,             0.00075602,             0.00075602,             0.00075602
                    278,                0.31002,                 0.2499,                0.85275,                0.97125,                0.95297,                0.96558,                0.82132,                0.60968,                0.37172,                0.89493,             0.00075272,             0.00075272,             0.00075272
                    279,                0.34586,                0.28924,                0.89261,                0.96987,                0.95066,                0.96906,                0.84432,                0.61613,                0.37308,                0.89305,             0.00074942,             0.00074942,             0.00074942
                    280,                0.30813,                0.26845,                0.85481,                0.97561,                0.95212,                0.97443,                0.84412,                0.60179,                0.36143,                0.87682,             0.00074612,             0.00074612,             0.00074612
                    281,                0.30999,                0.25827,                0.84296,                0.95023,                0.96636,                0.97433,                0.83316,                 0.5985,                0.34709,                0.88208,             0.00074282,             0.00074282,             0.00074282
                    282,                0.31951,                0.25856,                0.86862,                0.92571,                0.93608,                0.95091,                0.83209,                0.61827,                0.34178,                0.88636,             0.00073951,             0.00073951,             0.00073951
                    283,                0.32863,                0.25031,                0.87613,                0.94408,                0.92753,                 0.9583,                0.83645,                0.61769,                0.34851,                 0.8826,             0.00073621,             0.00073621,             0.00073621
                    284,                0.30681,                 0.3753,                 0.8665,                0.92978,                0.94462,                  0.951,                0.83732,                  0.589,                0.34656,                0.88016,             0.00073291,             0.00073291,             0.00073291
                    285,                0.28927,                0.23701,                0.85477,                0.92932,                0.94462,                0.94792,                0.83276,                0.62564,                 0.3562,                0.91334,             0.00072961,             0.00072961,             0.00072961
                    286,                 0.3081,                0.25027,                 0.8509,                0.92939,                0.94462,                0.95555,                 0.8227,                0.66365,                0.35552,                0.93878,             0.00072631,             0.00072631,             0.00072631
                    287,                0.34519,                0.26001,                0.88418,                0.93275,                0.96636,                0.97485,                 0.8376,                0.66561,                0.35989,                0.93492,             0.00072301,             0.00072301,             0.00072301
                    288,                0.29924,                0.26043,                0.85328,                0.91545,                0.96636,                0.97911,                0.85664,                0.61169,                0.37319,                 0.8888,             0.00071971,             0.00071971,             0.00071971
                    289,                 0.3406,                0.28337,                0.87819,                0.91414,                0.96636,                0.98392,                0.85951,                0.60388,                0.36815,                 0.8832,             0.00071641,             0.00071641,             0.00071641
                    290,                0.31646,                 0.2512,                0.86726,                0.92665,                0.96636,                0.98146,                0.84345,                0.59319,                0.35235,                0.87923,             0.00071311,             0.00071311,             0.00071311
                    291,                0.32398,                0.25054,                0.85064,                0.93751,                 0.9306,                0.96339,                0.84459,                 0.5846,                 0.3676,                0.87851,             0.00070981,             0.00070981,             0.00070981
                    292,                0.29519,                0.23583,                0.84374,                0.91455,                0.94209,                0.96361,                0.84932,                0.57821,                0.36323,                0.88343,             0.00070651,             0.00070651,             0.00070651
                    293,                0.30927,                0.24291,                0.86588,                 0.9098,                0.95487,                0.96499,                0.83906,                0.59647,                0.35941,                0.89325,             0.00070321,             0.00070321,             0.00070321
                    294,                0.36503,                0.29683,                0.89419,                0.95537,                0.92651,                0.96217,                0.83866,                 0.6114,                0.35927,                0.90853,             0.00069991,             0.00069991,             0.00069991
                    295,                0.30517,                0.24753,                0.87319,                0.96174,                0.93271,                0.96176,                0.84449,                0.61898,                0.35504,                0.91589,             0.00069661,             0.00069661,             0.00069661
                    296,                0.28551,                  0.237,                0.85373,                0.93589,                0.96518,                0.98275,                0.85989,                0.59685,                0.34586,                0.88817,             0.00069331,             0.00069331,             0.00069331
                    297,                0.30313,                0.26081,                0.85436,                0.93461,                0.96426,                0.98378,                0.86258,                0.57647,                0.35353,                0.87271,                0.00069,                0.00069,                0.00069
                    298,                0.32028,                0.26465,                0.89962,                0.93946,                0.96636,                0.97861,                0.86829,                0.55646,                0.34772,                0.85738,              0.0006867,              0.0006867,              0.0006867
                    299,                0.32599,                0.26095,                0.86822,                0.94174,                0.96636,                0.97698,                 0.8743,                0.56016,                0.34409,                0.85672,              0.0006834,              0.0006834,              0.0006834
                    300,                0.32507,                0.26612,                0.87429,                0.95811,                0.93271,                0.97007,                0.86939,                0.56347,                0.35056,                 0.8636,              0.0006801,              0.0006801,              0.0006801
                    301,                0.32932,                0.27969,                 0.8829,                0.93265,                0.96636,                0.97352,                0.86798,                0.56812,                0.36511,                0.86645,              0.0006768,              0.0006768,              0.0006768
                    302,                0.32679,                0.27156,                0.89683,                0.94206,                0.93484,                0.97666,                0.86077,                0.58897,                0.37816,                0.88586,              0.0006735,              0.0006735,              0.0006735
                    303,                0.29968,                0.24479,                0.86319,                0.95492,                0.92081,                0.96404,                0.85118,                0.60045,                0.38515,                0.89556,              0.0006702,              0.0006702,              0.0006702
                    304,                0.31283,                0.24614,                0.87898,                 0.9212,                0.92081,                0.95886,                0.84012,                0.61448,                0.39419,                0.92374,              0.0006669,              0.0006669,              0.0006669
                    305,                 0.2894,                0.24984,                 0.8442,                0.93553,                0.92081,                0.96887,                0.83876,                0.61726,                0.40905,                0.92583,              0.0006636,              0.0006636,              0.0006636
                    306,                0.29533,                0.24407,                0.85927,                0.95928,                0.93803,                0.98583,                0.85293,                0.63234,                0.40031,                0.93179,              0.0006603,              0.0006603,              0.0006603
                    307,                0.29529,                0.23647,                0.84928,                0.96897,                0.94255,                0.98669,                0.84927,                0.62721,                0.37068,                0.92498,               0.000657,               0.000657,               0.000657
                    308,                0.33362,                0.27301,                0.89225,                0.96306,                0.94255,                0.98637,                0.85904,                0.59738,                0.37646,                0.88731,              0.0006537,              0.0006537,              0.0006537
                    309,                0.29658,                0.25256,                 0.8761,                0.93863,                0.91707,                0.97228,                0.85221,                 0.5982,                0.36755,                0.88691,              0.0006504,              0.0006504,              0.0006504
                    310,                0.31239,                0.26892,                0.87764,                0.95776,                  0.897,                0.96304,                0.85389,                0.59444,                 0.3657,                0.88091,              0.0006471,              0.0006471,              0.0006471
